arrest_id_x,person_id,age_at_arrest,sex,race,arrest_date_current,arrest_id_y,charge_class_history,offense_category,arrest_date_history,y,charge_class_current,current_charge_felony,num_fel_arrests_last_year
4559816,23784,26.156164383561645,F,White,2018-01-03,20284085,misdemeanor,other,2012-09-18,1,felony,1,0
6015800,60742,28.254794520547943,M,Black,2017-03-13,7879095,misdemeanor,other,2015-10-09,0,misdemeanor,0,0
3128626,230959,28.09041095890411,M,mixed,2018-08-25,9368979,misdemeanor,other,2014-06-06,0,misdemeanor,0,0
6845142,1072559,55.02739726027397,M,White,2016-07-15,6845142,misdemeanor,other,2016-07-15,0,misdemeanor,0,0
4635194,6851,26.76986301369863,M,White,2017-12-16,2114628,felony,violent,2019-03-07,0,misdemeanor,0,0
2864989,936434,58.156164383561645,M,Black,2018-10-14,2864989,misdemeanor,violent,2018-10-14,0,misdemeanor,0,0
4937826,56410,33.4027397260274,M,Black,2017-10-27,3507662,misdemeanor,property,2018-07-02,0,misdemeanor,0,0
5697246,15340,39.5972602739726,M,White,2017-05-31,10702891,misdemeanor,other,2013-03-16,1,misdemeanor,0,1
7005244,1130673,25.65205479452055,M,Black,2016-05-28,9349886,felony,drug,2014-06-12,1,misdemeanor,0,1
5705381,720250,31.14246575342466,M,Black,2017-05-30,826601,misdemeanor,violent,2019-10-14,0,misdemeanor,0,0
7021379,63935,29.64109589041096,F,White,2016-05-24,7181598,felony,property,2016-04-29,1,felony,1,4
7021379,63935,29.64109589041096,F,White,2016-05-24,6200754,misdemeanor,property,2017-01-25,1,felony,1,4
6537189,1052139,48.367123287671234,M,White,2016-10-14,11175352,misdemeanor,property,2012-09-24,0,misdemeanor,0,0
4100820,66832,33.62465753424657,M,Black,2018-03-28,6114440,misdemeanor,violent,2017-02-15,1,felony,1,0
4664272,34814,19.378082191780823,M,,2017-12-11,4598514,misdemeanor,property,2017-12-24,1,misdemeanor,0,1
3377366,81249,50.26849315068493,M,Black,2018-07-24,2901847,misdemeanor,property,2018-10-07,0,misdemeanor,0,0
5757564,47004,55.87123287671233,M,Black,2017-05-18,1901384,misdemeanor,violent,2019-04-11,0,misdemeanor,0,0
5804869,2392616,25.912328767123288,F,Black,2017-05-05,5804869,felony,violent,2017-05-05,0,felony,1,0
4641585,379371,25.254794520547943,M,,2017-12-14,9830539,misdemeanor,property,2020-06-30,0,misdemeanor,0,1
3394043,961194,55.55068493150685,M,Black,2018-07-20,3044847,misdemeanor,violent,2018-09-10,0,misdemeanor,0,0
5594049,69777,27.216438356164385,M,Other,2017-06-24,6385539,misdemeanor,property,2016-11-27,0,misdemeanor,0,2
7030740,1439871,30.698630136986303,M,White,2016-05-20,7280408,misdemeanor,other,2016-04-01,1,misdemeanor,0,2
6648850,53703,21.15068493150685,M,Black,2016-09-11,2644676,felony,violent,2018-11-25,1,felony,1,0
2766114,43195,20.693150684931503,M,Black,2018-11-01,6751643,misdemeanor,drug,2016-08-12,0,misdemeanor,0,1
7587118,997983,42.21917808219178,M,White,2016-01-07,3090058,misdemeanor,violent,2018-09-01,0,felony,1,1
4331087,202960,38.224657534246575,M,Black,2018-02-15,3623365,felony,other,2018-06-11,1,misdemeanor,0,0
5763206,146410,53.31506849315068,M,Black,2017-05-17,8310470,misdemeanor,other,2015-05-27,1,misdemeanor,0,0
6213037,1241445,27.578082191780823,M,White,2017-01-21,6085694,misdemeanor,property,2017-02-22,0,misdemeanor,0,0
6892870,909864,22.273972602739725,M,Black,2016-07-02,4298291,misdemeanor,violent,2018-02-21,0,misdemeanor,0,2
2916797,51530,32.6958904109589,F,Black,2018-10-03,6398580,misdemeanor,violent,2016-11-21,0,felony,1,1
6058682,81169,18.97808219178082,M,Black,2017-03-01,4983900,felony,violent,2017-10-19,1,misdemeanor,0,0
6659636,41664,31.375342465753423,F,White,2016-09-08,6345606,felony,drug,2016-12-13,1,felony,1,0
6161824,85529,19.575342465753423,M,Black,2017-02-04,6161824,misdemeanor,property,2017-02-04,0,misdemeanor,0,0
4251991,98350,53.772602739726025,M,Black,2018-03-02,10218104,misdemeanor,other,2013-08-30,0,misdemeanor,0,0
5573668,89034,32.09041095890411,M,White,2017-06-30,5567287,misdemeanor,violent,2017-07-01,0,misdemeanor,0,0
4761709,51435,33.465753424657535,M,Black,2017-11-24,8547755,misdemeanor,other,2015-03-12,0,misdemeanor,0,0
6879917,3553403,45.67671232876712,F,Black,2016-07-06,6739785,misdemeanor,violent,2016-08-16,0,misdemeanor,0,0
4573842,76733,27.47945205479452,F,White,2017-12-30,2846051,misdemeanor,other,2018-10-17,0,misdemeanor,0,1
3806430,81823,34.8986301369863,M,,2018-05-07,8516374,felony,drug,2015-03-22,0,misdemeanor,0,0
5560929,912191,34.93698630136986,M,Black,2017-07-03,8810398,misdemeanor,property,2014-12-12,0,misdemeanor,0,1
5155920,92636,56.05479452054794,M,Black,2017-09-19,7387828,misdemeanor,property,2016-03-04,0,misdemeanor,0,0
7457196,2881955,35.83561643835616,F,White,2016-02-17,4471356,misdemeanor,other,2018-01-22,0,misdemeanor,0,0
2568623,74595,38.24109589041096,M,Black,2018-12-10,2269633,misdemeanor,drug,2019-02-07,0,misdemeanor,0,0
3371268,360339,33.865753424657534,M,Black,2018-07-25,2991956,misdemeanor,other,2018-09-19,0,misdemeanor,0,0
6983854,83299,18.164383561643834,,Black,2016-06-04,2505822,misdemeanor,violent,2018-12-20,0,misdemeanor,0,0
5597498,474178,28.304109589041097,M,White,2017-06-23,6633763,misdemeanor,drug,2016-09-15,0,misdemeanor,0,0
5564259,847667,32.27945205479452,F,Black,2017-07-03,4477782,misdemeanor,violent,2018-01-21,0,misdemeanor,0,0
6995889,131507,31.076712328767123,M,mixed,2016-06-01,6995889,misdemeanor,property,2016-06-01,0,misdemeanor,0,0
7485908,1119846,19.312328767123287,M,Black,2016-02-08,6726407,felony,other,2016-08-19,1,misdemeanor,0,0
5256465,82486,25.63013698630137,M,Black,2017-09-01,6892766,felony,violent,2016-07-02,1,misdemeanor,0,0
6037598,92826,40.84657534246576,M,Black,2017-03-07,3899449,misdemeanor,other,2018-04-20,0,misdemeanor,0,0
4973877,910635,61.01643835616439,M,Black,2017-10-22,10585921,misdemeanor,other,2013-04-25,0,misdemeanor,0,0
4937826,56410,33.4027397260274,M,Black,2017-10-27,8174468,misdemeanor,violent,2015-07-09,0,misdemeanor,0,0
7153262,883902,20.334246575342465,M,Black,2016-05-07,6973168,misdemeanor,drug,2016-06-08,1,misdemeanor,0,1
7027943,908756,35.915068493150685,M,Black,2016-05-21,3851475,misdemeanor,violent,2018-04-29,0,misdemeanor,0,0
3904095,28710,20.75068493150685,M,Black,2018-04-19,3904095,felony,drug,2018-04-19,1,felony,1,0
6845142,1072559,55.02739726027397,M,White,2016-07-15,8807679,misdemeanor,property,2014-12-15,0,misdemeanor,0,0
5170311,336042,55.30684931506849,M,White,2017-09-15,11119974,misdemeanor,other,2012-10-13,1,misdemeanor,0,0
4308924,176762,27.912328767123288,M,Black,2018-02-20,4308924,misdemeanor,drug,2018-02-20,0,misdemeanor,0,0
4973877,910635,61.01643835616439,M,Black,2017-10-22,10399454,misdemeanor,property,2013-06-29,0,misdemeanor,0,0
3648891,1611752,41.035616438356165,M,White,2018-06-06,3505883,misdemeanor,violent,2018-07-03,0,misdemeanor,0,0
7364521,911310,44.536986301369865,M,Black,2016-03-10,6464374,felony,violent,2016-11-05,1,misdemeanor,0,0
6889724,725268,30.73972602739726,M,mixed,2016-07-05,3714797,misdemeanor,drug,2018-05-24,0,misdemeanor,0,1
7369356,1509614,52.19178082191781,M,White,2016-03-09,7465708,misdemeanor,property,2016-02-13,0,misdemeanor,0,0
6235576,38602,43.96986301369863,M,Black,2017-01-14,6235576,misdemeanor,drug,2017-01-14,0,misdemeanor,0,0
6766557,27836,36.69041095890411,M,White,2016-08-09,2979113,felony,property,2018-09-22,0,misdemeanor,0,0
4314675,78499,35.8,M,Black,2018-02-19,8189655,felony,other,2015-07-08,0,misdemeanor,0,0
3394043,961194,55.55068493150685,M,Black,2018-07-20,9500124,misdemeanor,property,2014-04-29,0,misdemeanor,0,0
4263198,3121881,31.095890410958905,M,mixed,2018-02-28,4496581,felony,other,2018-01-17,0,felony,1,1
5475688,67939,60.42191780821918,M,Black,2017-07-21,7277251,misdemeanor,property,2016-04-04,0,misdemeanor,0,1
5773028,32255,42.42191780821918,F,White,2017-05-15,7375235,misdemeanor,other,2016-03-08,1,misdemeanor,0,0
12005419,20799,47.68493150684932,M,White,2018-01-06,1148591,misdemeanor,property,2019-08-13,0,misdemeanor,0,0
3377366,81249,50.26849315068493,M,Black,2018-07-24,9703885,felony,drug,2014-02-19,0,misdemeanor,0,0
4599708,1803390,26.704109589041096,F,White,2017-12-23,4599708,misdemeanor,property,2017-12-23,0,misdemeanor,0,0
3711442,990371,40.96438356164384,M,Black,2018-05-24,3711442,felony,violent,2018-05-24,0,felony,1,0
7028913,2835694,43.30684931506849,M,White,2016-05-21,7028913,felony,other,2016-05-21,0,felony,1,0
6106630,311707,35.1945205479452,M,Black,2017-02-16,8874413,misdemeanor,property,2014-11-20,0,misdemeanor,0,0
7184393,212874,41.35068493150685,M,mixed,2016-04-29,7376190,felony,property,2016-03-08,0,misdemeanor,0,1
3493710,1023093,18.852054794520548,M,Black,2018-07-04,3493710,misdemeanor,property,2018-07-04,0,misdemeanor,0,0
6163577,72764,22.72054794520548,F,Black,2017-02-03,9947140,misdemeanor,property,2013-12-02,1,misdemeanor,0,3
7311479,847994,25.2986301369863,M,Black,2016-03-25,9830028,misdemeanor,violent,2014-01-06,1,misdemeanor,0,0
7193530,1306011,59.12054794520548,M,White,2016-04-26,7193530,felony,property,2016-04-26,1,felony,1,0
6322340,1499946,25.86849315068493,M,White,2016-12-19,11023891,misdemeanor,drug,2012-11-19,0,misdemeanor,0,1
7395386,1609935,41.40547945205479,,,2016-03-02,9299163,misdemeanor,other,2014-06-30,0,misdemeanor,0,0
3066846,1309027,33.394520547945206,M,White,2018-09-06,3066846,misdemeanor,drug,2018-09-06,0,misdemeanor,0,1
6641052,13178,20.01095890410959,M,Black,2016-09-13,3873015,misdemeanor,drug,2020-07-15,1,felony,1,0
3130830,1137620,33.10958904109589,M,Black,2018-08-24,7456732,misdemeanor,property,2016-02-17,1,misdemeanor,0,0
6916269,56090,18.29041095890411,M,White,2016-06-25,1052047,misdemeanor,violent,2019-09-01,1,misdemeanor,0,1
2586870,24750,35.0958904109589,M,White,2018-12-06,20284920,misdemeanor,property,2012-10-15,0,misdemeanor,0,0
6585372,1116388,26.942465753424656,M,Black,2016-09-29,10435747,felony,property,2013-06-17,1,misdemeanor,0,0
6676974,3054080,23.698630136986303,F,mixed,2016-09-02,7056049,misdemeanor,property,2016-05-14,0,misdemeanor,0,0
5775568,1026471,21.797260273972604,M,Black,2017-05-14,5775568,felony,drug,2017-05-14,0,felony,1,1
2495644,1309509,31.46849315068493,M,White,2018-12-24,9848913,misdemeanor,drug,2020-07-15,0,misdemeanor,0,0
3646741,74726,26.556164383561644,M,Black,2018-06-06,4255875,misdemeanor,drug,2018-03-01,0,misdemeanor,0,0
3039691,15353,34.391780821917806,F,White,2018-09-11,1440860,felony,property,2019-06-17,1,misdemeanor,0,0
6386392,932315,22.084931506849315,M,Black,2016-11-26,5835409,felony,drug,2017-04-27,1,felony,1,0
6984750,1059734,27.78904109589041,F,Black,2016-06-04,7139462,felony,property,2016-05-11,1,misdemeanor,0,1
4079940,15930,26.504109589041096,M,Black,2018-03-31,1211759,misdemeanor,other,2019-07-31,0,misdemeanor,0,0
4497239,586087,31.265753424657536,M,Black,2018-01-17,8668241,misdemeanor,other,2020-11-14,0,misdemeanor,0,0
3138306,51576,52.04657534246575,M,Black,2018-08-23,4373617,misdemeanor,violent,2018-02-07,0,misdemeanor,0,0
6445341,48080,38.95890410958904,M,Black,2016-11-11,3552282,misdemeanor,property,2018-06-22,0,felony,1,0
6213037,1241445,27.578082191780823,M,White,2017-01-21,6213037,misdemeanor,property,2017-01-21,0,misdemeanor,0,0
5295157,1243038,26.56712328767124,M,Black,2017-08-25,11413763,misdemeanor,property,2012-07-04,1,felony,1,0
4937826,56410,33.4027397260274,M,Black,2017-10-27,1711461,misdemeanor,other,2020-05-17,0,misdemeanor,0,0
7381538,27382,26.56438356164384,M,Black,2016-03-07,6291909,felony,property,2016-12-30,1,misdemeanor,0,0
3013712,10237,26.4986301369863,M,Black,2018-09-16,5510584,felony,drug,2017-07-13,0,misdemeanor,0,0
5352026,34599,20.945205479452056,M,mixed,2017-08-15,5382130,misdemeanor,property,2017-08-09,0,felony,1,0
3982258,58583,27.813698630136987,M,Black,2018-04-07,9278383,misdemeanor,drug,2014-07-05,1,felony,1,1
5597498,474178,28.304109589041097,M,White,2017-06-23,5847053,misdemeanor,other,2017-04-25,0,misdemeanor,0,0
5290353,1806016,22.063013698630137,M,White,2017-08-27,5290353,felony,drug,2017-08-27,0,felony,1,0
5726487,235227,39.8986301369863,F,Black,2017-05-27,6072435,misdemeanor,property,2017-02-26,0,misdemeanor,0,0
6607334,113657,23.334246575342465,M,Black,2016-09-22,6607334,felony,property,2016-09-22,0,felony,1,0
7550575,1773950,37.12054794520548,M,Black,2016-01-17,7447701,misdemeanor,violent,2016-02-19,0,misdemeanor,0,0
5142809,243409,30.34794520547945,M,Black,2017-09-21,5175054,misdemeanor,other,2017-09-15,0,misdemeanor,0,0
7550575,1773950,37.12054794520548,M,Black,2016-01-17,8292368,misdemeanor,drug,2015-06-03,0,misdemeanor,0,0
5598101,531993,52.59178082191781,M,White,2017-06-23,9035233,misdemeanor,property,2014-09-23,0,misdemeanor,0,0
2901631,88044,58.2958904109589,M,Black,2018-10-08,2901631,misdemeanor,drug,2018-10-08,0,misdemeanor,0,0
7213308,525326,61.583561643835615,M,White,2016-04-19,7213308,misdemeanor,drug,2016-04-19,0,misdemeanor,0,0
7193530,1306011,59.12054794520548,M,White,2016-04-26,4796723,misdemeanor,property,2017-11-19,1,felony,1,0
5846255,333745,21.72054794520548,M,Black,2017-04-25,8418290,misdemeanor,other,2015-04-20,0,misdemeanor,0,0
7395386,1609935,41.40547945205479,,,2016-03-02,7395386,misdemeanor,other,2016-03-02,0,misdemeanor,0,0
4884956,22194,37.95616438356164,F,White,2017-11-02,10963663,misdemeanor,other,2012-12-09,0,misdemeanor,0,0
5560634,316053,41.33698630136986,F,White,2017-07-03,10890985,felony,property,2013-01-08,0,misdemeanor,0,0
5352026,34599,20.945205479452056,M,mixed,2017-08-15,2012386,misdemeanor,drug,2019-03-24,0,felony,1,0
7000981,1337603,24.95068493150685,F,mixed,2016-05-31,7000981,misdemeanor,drug,2016-05-31,0,misdemeanor,0,0
4573842,76733,27.47945205479452,F,White,2017-12-30,4951813,misdemeanor,property,2017-10-25,0,misdemeanor,0,1
7283727,30578,30.66849315068493,F,,2016-04-01,7283727,felony,violent,2016-04-01,0,felony,1,0
6186016,83127,21.172602739726027,M,Black,2017-01-28,91871,misdemeanor,other,2020-03-13,1,felony,1,0
5413918,845123,46.97260273972603,M,Black,2017-08-03,2238643,misdemeanor,property,2019-02-13,1,misdemeanor,0,0
2673805,65745,27.67945205479452,M,White,2018-11-19,13654150,misdemeanor,property,2012-10-22,0,misdemeanor,0,5
4500531,2406706,25.15890410958904,F,Black,2018-01-16,4500531,misdemeanor,violent,2018-01-16,0,misdemeanor,0,0
4456365,306374,53.26027397260274,F,Asian,2018-01-24,1310553,misdemeanor,property,2019-07-12,0,misdemeanor,0,0
5915304,46960,24.994520547945207,F,White,2017-04-07,10400824,misdemeanor,other,2013-06-28,0,misdemeanor,0,0
4837325,51323,32.26027397260274,M,White,2017-11-13,7056356,misdemeanor,violent,2016-05-14,1,felony,1,3
7149171,1295291,37.394520547945206,M,White,2016-05-09,7149170,misdemeanor,violent,2016-05-09,0,misdemeanor,0,0
6478529,27249,22.87945205479452,M,Black,2016-11-01,10924979,misdemeanor,other,2012-12-22,0,misdemeanor,0,0
4280859,27785,19.4,M,Black,2018-02-26,3588856,felony,property,2018-06-16,1,misdemeanor,0,0
7193530,1306011,59.12054794520548,M,White,2016-04-26,5522833,felony,property,2017-07-11,1,felony,1,0
7357500,13592,33.413698630136984,M,Black,2016-03-13,3756109,misdemeanor,violent,2018-05-16,0,misdemeanor,0,0
7157228,184900,24.46849315068493,M,Black,2016-05-06,7876199,misdemeanor,property,2015-10-10,1,misdemeanor,0,0
4852731,247459,22.10684931506849,M,Black,2017-11-08,4298564,felony,violent,2018-02-21,1,felony,1,0
4251991,98350,53.772602739726025,M,Black,2018-03-02,10073674,misdemeanor,property,2013-10-22,0,misdemeanor,0,0
5527499,434345,52.1972602739726,F,mixed,2017-07-10,5527499,misdemeanor,property,2017-07-10,0,misdemeanor,0,0
6313370,2792559,50.71780821917808,M,White,2016-12-21,283836,misdemeanor,other,2020-02-04,0,misdemeanor,0,0
4609251,4741,33.49589041095891,M,White,2017-12-21,5464875,misdemeanor,other,2017-07-24,1,misdemeanor,0,1
6037598,92826,40.84657534246576,M,Black,2017-03-07,20703358,misdemeanor,property,2012-02-01,0,misdemeanor,0,0
5819314,1308319,19.27671232876712,M,Black,2017-05-02,7334145,misdemeanor,drug,2016-03-18,0,misdemeanor,0,0
2922536,71257,33.32054794520548,M,Black,2018-10-02,3077468,misdemeanor,property,2018-09-04,0,misdemeanor,0,0
6102845,55857,27.07945205479452,F,White,2017-02-17,8746730,misdemeanor,violent,2015-01-08,0,misdemeanor,0,0
7485908,1119846,19.312328767123287,M,Black,2016-02-08,8736346,felony,property,2015-01-12,1,misdemeanor,0,0
2971473,929734,40.465753424657535,M,White,2018-09-24,3928150,misdemeanor,property,2018-04-16,0,misdemeanor,0,0
7030740,1439871,30.698630136986303,M,White,2016-05-20,6304487,misdemeanor,property,2016-12-24,1,misdemeanor,0,2
3646741,74726,26.556164383561644,M,Black,2018-06-06,4223484,misdemeanor,drug,2018-03-07,0,misdemeanor,0,0
6822812,27924,20.48219178082192,M,White,2016-07-21,8937185,felony,property,2014-10-28,1,misdemeanor,0,0
7598842,1531743,41.62191780821918,M,Black,2016-01-04,10372870,misdemeanor,drug,2013-07-09,0,misdemeanor,0,0
5594049,69777,27.216438356164385,M,Other,2017-06-24,6303394,felony,violent,2016-12-26,0,misdemeanor,0,2
7200043,55112,46.46849315068493,M,White,2016-04-23,7011101,felony,drug,2016-05-26,1,felony,1,0
6525048,912961,33.78356164383562,M,Black,2016-10-18,9621018,felony,violent,2014-03-19,0,felony,1,0
4301105,43838,25.852054794520548,M,Black,2018-02-21,1120189,misdemeanor,other,2019-08-18,0,misdemeanor,0,0
7307171,1309468,35.24931506849315,F,White,2016-03-26,9597284,misdemeanor,property,2014-03-27,0,misdemeanor,0,0
2568623,74595,38.24109589041096,M,Black,2018-12-10,6280673,misdemeanor,drug,2017-01-03,0,misdemeanor,0,0
7563566,49472,32.298630136986304,M,Black,2016-01-14,9895151,misdemeanor,other,2013-12-16,1,felony,1,4
6163577,72764,22.72054794520548,F,Black,2017-02-03,5916574,misdemeanor,property,2017-04-07,1,misdemeanor,0,3
7481919,655898,19.778082191780825,M,mixed,2016-02-09,8812274,misdemeanor,property,2014-12-12,1,misdemeanor,0,0
6370773,3909,47.17260273972602,M,White,2016-12-01,6370773,felony,property,2016-12-01,1,felony,1,1
4354694,92254,25.13150684931507,M,Black,2018-02-11,4639608,misdemeanor,property,2017-12-15,0,misdemeanor,0,0
7255033,69058,49.24931506849315,F,mixed,2016-04-10,7851136,misdemeanor,property,2015-10-16,1,misdemeanor,0,0
6641052,13178,20.01095890410959,M,Black,2016-09-13,5510599,misdemeanor,violent,2017-07-13,1,felony,1,0
6486630,342694,19.843835616438355,F,White,2016-10-29,6486630,misdemeanor,violent,2016-10-29,0,misdemeanor,0,0
7465597,47273,23.38082191780822,M,Black,2016-02-13,10834837,felony,violent,2013-01-28,1,felony,1,0
6213037,1241445,27.578082191780823,M,White,2017-01-21,5999816,misdemeanor,property,2017-03-17,0,misdemeanor,0,0
4292218,5400,27.21917808219178,M,Black,2018-02-22,7612631,misdemeanor,other,2015-12-29,1,misdemeanor,0,0
4130120,44351,27.8054794520548,F,Black,2018-03-24,96997,misdemeanor,drug,2020-03-12,0,misdemeanor,0,0
7370720,26596,46.40547945205479,M,mixed,2016-03-09,10917887,misdemeanor,property,2012-12-27,0,misdemeanor,0,0
2680535,84027,39.26849315068493,M,Black,2018-11-18,2140534,misdemeanor,other,2019-03-04,0,felony,1,0
4937826,56410,33.4027397260274,M,Black,2017-10-27,9226307,misdemeanor,property,2014-07-23,0,misdemeanor,0,0
11966928,14780,22.197260273972603,M,White,2016-04-12,10789458,misdemeanor,property,2013-02-13,0,misdemeanor,0,0
3039691,15353,34.391780821917806,F,White,2018-09-11,1599961,misdemeanor,property,2019-05-20,1,misdemeanor,0,0
7395386,1609935,41.40547945205479,,,2016-03-02,10702903,misdemeanor,other,2013-03-16,0,misdemeanor,0,0
7206185,915957,48.07671232876712,M,mixed,2016-04-21,11384871,felony,drug,2012-07-13,0,misdemeanor,0,0
4159297,83874,24.51506849315069,F,Black,2018-03-19,540636,misdemeanor,violent,2019-12-10,0,misdemeanor,0,0
6659636,41664,31.375342465753423,F,White,2016-09-08,6659636,felony,drug,2016-09-08,1,felony,1,0
5057571,66046,24.473972602739725,M,Black,2017-10-06,11182725,misdemeanor,property,2012-09-21,1,misdemeanor,0,0
7422871,1129862,30.457534246575342,M,White,2016-02-23,8042609,felony,violent,2015-08-19,1,misdemeanor,0,1
5155920,92636,56.05479452054794,M,Black,2017-09-19,8240488,misdemeanor,property,2015-06-18,0,misdemeanor,0,0
2698916,754401,23.10958904109589,M,Black,2018-11-14,2698916,misdemeanor,other,2018-11-14,0,misdemeanor,0,0
7470210,103801,22.88219178082192,M,Black,2016-02-12,7470210,misdemeanor,drug,2016-02-12,0,misdemeanor,0,0
5351996,101770,26.92602739726028,F,,2017-08-15,9539634,misdemeanor,drug,2014-04-16,0,misdemeanor,0,0
3129407,1431369,38.81917808219178,M,Black,2018-08-24,3129407,misdemeanor,other,2018-08-24,0,misdemeanor,0,0
4143130,1602937,44.59452054794521,F,White,2018-03-21,4143130,misdemeanor,drug,2018-03-21,0,misdemeanor,0,0
6778366,41991,24.93972602739726,M,White,2016-08-05,6589205,felony,property,2016-09-28,1,felony,1,0
6935981,318135,34.8054794520548,M,White,2016-06-17,4563052,felony,other,2018-01-02,1,felony,1,0
7308318,57776,21.936986301369863,M,Black,2016-03-25,10391079,felony,drug,2013-07-02,1,misdemeanor,0,3
6147642,1675740,34.961643835616435,M,White,2017-02-07,5511036,misdemeanor,other,2017-07-13,0,misdemeanor,0,0
4941565,1060589,28.134246575342463,M,Black,2017-10-27,3907166,misdemeanor,other,2018-04-19,0,misdemeanor,0,1
2790886,184560,45.42739726027397,M,Black,2018-10-29,7866408,misdemeanor,violent,2020-10-31,0,misdemeanor,0,0
6995174,33633,18.2986301369863,M,mixed,2016-06-01,6995174,misdemeanor,other,2016-06-01,1,misdemeanor,0,0
7194627,65387,18.813698630136987,M,Black,2016-04-26,7194627,felony,violent,2016-04-26,0,felony,1,1
4502396,29538,35.553424657534244,M,Black,2018-01-16,10577524,misdemeanor,property,2013-04-29,0,felony,1,0
2594291,20010,41.0958904109589,M,White,2018-12-04,6983711,misdemeanor,drug,2016-06-04,0,misdemeanor,0,0
3499759,545503,45.76438356164383,M,Black,2018-07-04,5233850,misdemeanor,drug,2017-09-07,0,misdemeanor,0,0
3739546,207810,27.51780821917808,M,Black,2018-05-20,2415965,misdemeanor,other,2019-01-10,0,misdemeanor,0,0
7255033,69058,49.24931506849315,F,mixed,2016-04-10,10658321,misdemeanor,violent,2013-04-01,1,misdemeanor,0,0
2922877,84823,24.0,M,Black,2018-10-02,5403607,misdemeanor,violent,2017-08-05,1,felony,1,2
4448872,27558,37.512328767123286,M,Black,2018-01-25,6253559,misdemeanor,other,2017-01-10,0,misdemeanor,0,0
6203506,64186,35.85753424657534,M,Black,2017-01-24,2238345,misdemeanor,other,2019-02-13,0,misdemeanor,0,0
4941565,1060589,28.134246575342463,M,Black,2017-10-27,5089476,misdemeanor,property,2017-09-30,0,misdemeanor,0,1
5936371,1111687,33.51780821917808,M,White,2017-04-03,5550829,misdemeanor,other,2020-09-14,0,misdemeanor,0,0
3573863,126282,36.465753424657535,M,Black,2018-06-20,4516013,felony,property,2018-01-12,0,misdemeanor,0,1
3059137,260781,19.3972602739726,M,Black,2018-09-07,2296603,misdemeanor,property,2019-02-03,0,felony,1,0
2652491,21493,24.136986301369863,M,White,2018-11-23,4901338,misdemeanor,property,2020-08-26,0,misdemeanor,0,0
4810567,1301492,26.76438356164384,M,Black,2017-11-16,21316385,misdemeanor,property,2012-11-13,0,felony,1,0
7311479,847994,25.2986301369863,M,Black,2016-03-25,2573067,misdemeanor,drug,2018-12-09,1,misdemeanor,0,0
2907915,115414,26.78356164383561,M,,2018-10-05,3396995,misdemeanor,other,2018-07-20,0,misdemeanor,0,0
5150392,43443,20.756164383561643,M,Black,2017-09-20,5150392,misdemeanor,drug,2017-09-20,1,misdemeanor,0,0
3083081,275082,48.989041095890414,M,Black,2018-09-04,8652280,misdemeanor,drug,2020-11-13,0,misdemeanor,0,0
7200043,55112,46.46849315068493,M,White,2016-04-23,13582415,misdemeanor,property,2012-08-22,1,felony,1,0
7464288,1499680,24.88767123287672,F,Black,2016-02-15,8200709,misdemeanor,property,2015-07-02,0,misdemeanor,0,0
4937826,56410,33.4027397260274,M,Black,2017-10-27,3927289,misdemeanor,property,2018-04-16,0,misdemeanor,0,0
6102845,55857,27.07945205479452,F,White,2017-02-17,9193903,felony,property,2014-08-02,0,misdemeanor,0,0
5775746,63188,18.78904109589041,M,Black,2017-05-14,2403704,misdemeanor,drug,2019-01-12,0,misdemeanor,0,0
4801505,1236019,31.194520547945206,M,Black,2017-11-17,5226530,misdemeanor,other,2017-09-08,0,misdemeanor,0,0
6645202,78786,24.15068493150685,M,White,2016-09-12,11366419,misdemeanor,other,2012-07-19,1,misdemeanor,0,0
4865164,344444,27.265753424657536,M,Black,2017-11-06,10706566,misdemeanor,property,2013-03-14,1,misdemeanor,0,0
6816869,85806,30.0986301369863,M,White,2016-07-23,4884278,misdemeanor,other,2017-11-02,1,misdemeanor,0,1
7563566,49472,32.298630136986304,M,Black,2016-01-14,7147586,felony,drug,2016-05-09,1,felony,1,4
6096461,1012225,50.65753424657535,M,White,2017-02-19,6096461,misdemeanor,drug,2017-02-19,0,misdemeanor,0,0
4460552,1292211,21.145205479452056,M,Black,2018-01-23,7186647,misdemeanor,property,2016-04-28,1,misdemeanor,0,0
6316765,329378,21.457534246575342,M,Black,2016-12-20,7505906,misdemeanor,violent,2016-02-03,0,misdemeanor,0,0
3128626,230959,28.09041095890411,M,mixed,2018-08-25,8753863,misdemeanor,drug,2015-01-06,0,misdemeanor,0,0
6055237,2559192,65.05205479452054,M,Black,2017-03-02,6055238,misdemeanor,other,2017-03-02,0,misdemeanor,0,0
6322340,1499946,25.86849315068493,M,White,2016-12-19,5810699,misdemeanor,violent,2017-05-04,0,misdemeanor,0,1
3392137,74829,27.47945205479452,M,Black,2018-07-21,405520,felony,violent,2020-01-11,0,misdemeanor,0,0
6623308,3667430,48.88767123287671,M,Black,2016-09-19,6623308,felony,violent,2016-09-19,0,felony,1,1
4537309,44159,38.42465753424658,M,Black,2018-01-09,4537309,misdemeanor,drug,2018-01-09,0,misdemeanor,0,0
5330582,1610763,36.07945205479452,M,Black,2017-08-19,6133666,misdemeanor,drug,2017-02-10,0,misdemeanor,0,1
5792197,10071,21.95890410958904,M,Black,2017-05-09,9458376,misdemeanor,drug,2014-05-14,0,misdemeanor,0,0
